TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
com.web.poc.script.ZAPPY_Automation_Demo.ZAPPY_Automation_Demo,1,,PASS,windows-chrome,ZAPPY,null,null,null
