TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
tv.hooq.web.scripts.HOOQ_Web_ActiveUser_AddingFavouriteMovies.HOOQ_Web_ActiveUser_AddingFavouriteMovies,1,,SKIP,mac-chrome,HOOQ,null,null,null
